"","macrorregiao","mes_ano","nivel_atencao","categoria","fte_mensal","qtd_mensal"
"323","Macrorregião Centro-Norte",2015-04-01,"Atenção Secundária","Enfermeiro",712,4.45
"324","Macrorregião Centro-Norte",2015-04-01,"Atenção Secundária","Médico",8616,53.85
"325","Macrorregião Centro-Norte",2015-05-01,"APS","Enfermeiro",57948,362.175
"326","Macrorregião Centro-Norte",2015-05-01,"APS","Médico",58000,362.5
"327","Macrorregião Centro-Norte",2015-05-01,"Atenção Secundária","Enfermeiro",712,4.45
"328","Macrorregião Centro-Norte",2015-05-01,"Atenção Secundária","Médico",8680,54.25
"329","Macrorregião Centro-Norte",2015-06-01,"APS","Enfermeiro",58188,363.675
"330","Macrorregião Centro-Norte",2015-06-01,"APS","Médico",58100,363.125
"331","Macrorregião Centro-Norte",2015-06-01,"Atenção Secundária","Enfermeiro",712,4.45
"332","Macrorregião Centro-Norte",2015-06-01,"Atenção Secundária","Médico",8592,53.7
"333","Macrorregião Centro-Norte",2015-07-01,"APS","Enfermeiro",58892,368.075
"334","Macrorregião Centro-Norte",2015-07-01,"APS","Médico",58404,365.025
"335","Macrorregião Centro-Norte",2015-07-01,"Atenção Secundária","Enfermeiro",712,4.45
"336","Macrorregião Centro-Norte",2015-07-01,"Atenção Secundária","Médico",8496,53.1
"337","Macrorregião Centro-Norte",2015-08-01,"APS","Enfermeiro",59092,369.325
"338","Macrorregião Centro-Norte",2015-08-01,"APS","Médico",58848,367.8
"339","Macrorregião Centro-Norte",2015-08-01,"Atenção Secundária","Enfermeiro",712,4.45
"340","Macrorregião Centro-Norte",2015-08-01,"Atenção Secundária","Médico",8672,54.2
"341","Macrorregião Centro-Norte",2015-09-01,"APS","Enfermeiro",59300,370.625
"342","Macrorregião Centro-Norte",2015-09-01,"APS","Médico",58856,367.85
"343","Macrorregião Centro-Norte",2015-09-01,"Atenção Secundária","Enfermeiro",712,4.45
"344","Macrorregião Centro-Norte",2015-09-01,"Atenção Secundária","Médico",8824,55.15
"345","Macrorregião Centro-Norte",2015-10-01,"APS","Enfermeiro",59124,369.525
"346","Macrorregião Centro-Norte",2015-10-01,"APS","Médico",58672,366.7
"347","Macrorregião Centro-Norte",2015-10-01,"Atenção Secundária","Enfermeiro",712,4.45
"348","Macrorregião Centro-Norte",2015-10-01,"Atenção Secundária","Médico",8804,55.025
"349","Macrorregião Centro-Norte",2015-11-01,"APS","Enfermeiro",59144,369.65
"350","Macrorregião Centro-Norte",2015-11-01,"APS","Médico",58256,364.1
"351","Macrorregião Centro-Norte",2015-11-01,"Atenção Secundária","Enfermeiro",712,4.45
"352","Macrorregião Centro-Norte",2015-11-01,"Atenção Secundária","Médico",8812,55.075
"353","Macrorregião Centro-Norte",2015-12-01,"APS","Enfermeiro",58984,368.65
"354","Macrorregião Centro-Norte",2015-12-01,"APS","Médico",58080,363
"355","Macrorregião Centro-Norte",2015-12-01,"Atenção Secundária","Enfermeiro",712,4.45
"356","Macrorregião Centro-Norte",2015-12-01,"Atenção Secundária","Médico",9020,56.375
"357","Macrorregião Centro-Norte",2016-01-01,"APS","Enfermeiro",59760,373.5
"358","Macrorregião Centro-Norte",2016-01-01,"APS","Médico",58424,365.15
"359","Macrorregião Centro-Norte",2016-01-01,"Atenção Secundária","Enfermeiro",712,4.45
"360","Macrorregião Centro-Norte",2016-01-01,"Atenção Secundária","Médico",8980,56.125
"361","Macrorregião Centro-Norte",2016-02-01,"APS","Enfermeiro",60196,376.225
"362","Macrorregião Centro-Norte",2016-02-01,"APS","Médico",59216,370.1
"363","Macrorregião Centro-Norte",2016-02-01,"Atenção Secundária","Enfermeiro",712,4.45
"364","Macrorregião Centro-Norte",2016-02-01,"Atenção Secundária","Médico",9060,56.625
"365","Macrorregião Centro-Norte",2016-03-01,"APS","Enfermeiro",60136,375.85
"366","Macrorregião Centro-Norte",2016-03-01,"APS","Médico",59936,374.6
"367","Macrorregião Centro-Norte",2016-03-01,"Atenção Secundária","Enfermeiro",712,4.45
"368","Macrorregião Centro-Norte",2016-03-01,"Atenção Secundária","Médico",9124,57.025
"369","Macrorregião Centro-Norte",2016-04-01,"APS","Enfermeiro",60168,376.05
"370","Macrorregião Centro-Norte",2016-04-01,"APS","Médico",59160,369.75
"371","Macrorregião Centro-Norte",2016-04-01,"Atenção Secundária","Enfermeiro",712,4.45
"372","Macrorregião Centro-Norte",2016-04-01,"Atenção Secundária","Médico",9220,57.625
"373","Macrorregião Centro-Norte",2016-05-01,"APS","Enfermeiro",59320,370.75
"374","Macrorregião Centro-Norte",2016-05-01,"APS","Médico",59144,369.65
"375","Macrorregião Centro-Norte",2016-05-01,"Atenção Secundária","Enfermeiro",792,4.95
"376","Macrorregião Centro-Norte",2016-05-01,"Atenção Secundária","Médico",9172,57.325
"377","Macrorregião Centro-Norte",2016-06-01,"APS","Enfermeiro",59568,372.3
"378","Macrorregião Centro-Norte",2016-06-01,"APS","Médico",59292,370.575
"379","Macrorregião Centro-Norte",2016-06-01,"Atenção Secundária","Enfermeiro",792,4.95
"380","Macrorregião Centro-Norte",2016-06-01,"Atenção Secundária","Médico",9152,57.2
"381","Macrorregião Centro-Norte",2016-07-01,"APS","Enfermeiro",60144,375.9
"382","Macrorregião Centro-Norte",2016-07-01,"APS","Médico",60092,375.575
"383","Macrorregião Centro-Norte",2016-07-01,"Atenção Secundária","Enfermeiro",792,4.95
"384","Macrorregião Centro-Norte",2016-07-01,"Atenção Secundária","Médico",9148,57.175
"385","Macrorregião Centro-Norte",2016-08-01,"APS","Enfermeiro",60720,379.5
"386","Macrorregião Centro-Norte",2016-08-01,"APS","Médico",61344,383.4
"387","Macrorregião Centro-Norte",2016-08-01,"Atenção Secundária","Enfermeiro",792,4.95
"388","Macrorregião Centro-Norte",2016-08-01,"Atenção Secundária","Médico",9092,56.825
"389","Macrorregião Centro-Norte",2016-09-01,"APS","Enfermeiro",60720,379.5
"390","Macrorregião Centro-Norte",2016-09-01,"APS","Médico",60728,379.55
"391","Macrorregião Centro-Norte",2016-09-01,"Atenção Secundária","Enfermeiro",792,4.95
"392","Macrorregião Centro-Norte",2016-09-01,"Atenção Secundária","Médico",9244,57.775
"393","Macrorregião Centro-Norte",2016-10-01,"APS","Enfermeiro",61264,382.9
"394","Macrorregião Centro-Norte",2016-10-01,"APS","Médico",60936,380.85
"395","Macrorregião Centro-Norte",2016-10-01,"Atenção Secundária","Enfermeiro",752,4.7
"396","Macrorregião Centro-Norte",2016-10-01,"Atenção Secundária","Médico",9244,57.775
"397","Macrorregião Centro-Norte",2016-11-01,"APS","Enfermeiro",60872,380.45
"398","Macrorregião Centro-Norte",2016-11-01,"APS","Médico",60724,379.525
"399","Macrorregião Centro-Norte",2016-11-01,"Atenção Secundária","Enfermeiro",752,4.7
"400","Macrorregião Centro-Norte",2016-11-01,"Atenção Secundária","Médico",9212,57.575
"401","Macrorregião Centro-Norte",2016-12-01,"APS","Enfermeiro",62096,388.1
"402","Macrorregião Centro-Norte",2016-12-01,"APS","Médico",62252,389.075
"403","Macrorregião Centro-Norte",2016-12-01,"Atenção Secundária","Enfermeiro",752,4.7
"404","Macrorregião Centro-Norte",2016-12-01,"Atenção Secundária","Médico",8812,55.075
"405","Macrorregião Centro-Norte",2017-01-01,"APS","Enfermeiro",63472,396.7
"406","Macrorregião Centro-Norte",2017-01-01,"APS","Médico",62164,388.525
"407","Macrorregião Centro-Norte",2017-01-01,"Atenção Secundária","Enfermeiro",752,4.7
"408","Macrorregião Centro-Norte",2017-01-01,"Atenção Secundária","Médico",8840,55.25
"409","Macrorregião Centro-Norte",2017-02-01,"APS","Enfermeiro",63856,399.1
"410","Macrorregião Centro-Norte",2017-02-01,"APS","Médico",63440,396.5
"411","Macrorregião Centro-Norte",2017-02-01,"Atenção Secundária","Enfermeiro",752,4.7
"412","Macrorregião Centro-Norte",2017-02-01,"Atenção Secundária","Médico",8832,55.2
"413","Macrorregião Centro-Norte",2017-03-01,"APS","Enfermeiro",65344,408.4
"414","Macrorregião Centro-Norte",2017-03-01,"APS","Médico",64956,405.975
"415","Macrorregião Centro-Norte",2017-03-01,"Atenção Secundária","Enfermeiro",752,4.7
"416","Macrorregião Centro-Norte",2017-03-01,"Atenção Secundária","Médico",8848,55.3
"417","Macrorregião Centro-Norte",2017-04-01,"APS","Enfermeiro",65808,411.3
"418","Macrorregião Centro-Norte",2017-04-01,"APS","Médico",64580,403.625
"419","Macrorregião Centro-Norte",2017-04-01,"Atenção Secundária","Enfermeiro",752,4.7
"420","Macrorregião Centro-Norte",2017-04-01,"Atenção Secundária","Médico",8472,52.95
"421","Macrorregião Centro-Norte",2017-05-01,"APS","Enfermeiro",66120,413.25
"422","Macrorregião Centro-Norte",2017-05-01,"APS","Médico",64268,401.675
"423","Macrorregião Centro-Norte",2017-05-01,"Atenção Secundária","Enfermeiro",752,4.7
"424","Macrorregião Centro-Norte",2017-05-01,"Atenção Secundária","Médico",8472,52.95
"425","Macrorregião Centro-Norte",2017-06-01,"APS","Enfermeiro",66008,412.55
"426","Macrorregião Centro-Norte",2017-06-01,"APS","Médico",66716,416.975
"427","Macrorregião Centro-Norte",2017-06-01,"Atenção Secundária","Enfermeiro",752,4.7
"428","Macrorregião Centro-Norte",2017-06-01,"Atenção Secundária","Médico",8516,53.225
"429","Macrorregião Centro-Norte",2017-07-01,"APS","Enfermeiro",66592,416.2
"430","Macrorregião Centro-Norte",2017-07-01,"APS","Médico",65744,410.9
"431","Macrorregião Centro-Norte",2017-07-01,"Atenção Secundária","Enfermeiro",752,4.7
"432","Macrorregião Centro-Norte",2017-07-01,"Atenção Secundária","Médico",8660,54.125
"433","Macrorregião Centro-Norte",2017-08-01,"APS","Enfermeiro",67072,419.2
"434","Macrorregião Centro-Norte",2017-08-01,"APS","Médico",66300,414.375
"435","Macrorregião Centro-Norte",2017-08-01,"Atenção Secundária","Enfermeiro",592,3.7
"436","Macrorregião Centro-Norte",2017-08-01,"Atenção Secundária","Médico",8748,54.675
"437","Macrorregião Centro-Norte",2017-09-01,"APS","Enfermeiro",67024,418.9
"438","Macrorregião Centro-Norte",2017-09-01,"APS","Médico",67240,420.25
"439","Macrorregião Centro-Norte",2017-09-01,"Atenção Secundária","Enfermeiro",632,3.95
"440","Macrorregião Centro-Norte",2017-09-01,"Atenção Secundária","Médico",8668,54.175
"441","Macrorregião Centro-Norte",2017-10-01,"APS","Enfermeiro",66584,416.15
"442","Macrorregião Centro-Norte",2017-10-01,"APS","Médico",67756,423.475
"443","Macrorregião Centro-Norte",2017-10-01,"Atenção Secundária","Enfermeiro",632,3.95
"444","Macrorregião Centro-Norte",2017-10-01,"Atenção Secundária","Médico",8560,53.5
"445","Macrorregião Centro-Norte",2017-11-01,"APS","Enfermeiro",66208,413.8
"446","Macrorregião Centro-Norte",2017-11-01,"APS","Médico",67524,422.025
"447","Macrorregião Centro-Norte",2017-11-01,"Atenção Secundária","Enfermeiro",600,3.75
"448","Macrorregião Centro-Norte",2017-11-01,"Atenção Secundária","Médico",7664,47.9
"449","Macrorregião Centro-Norte",2017-12-01,"APS","Enfermeiro",65016,406.35
"450","Macrorregião Centro-Norte",2017-12-01,"APS","Médico",65432,408.95
"451","Macrorregião Centro-Norte",2017-12-01,"Atenção Secundária","Enfermeiro",600,3.75
"452","Macrorregião Centro-Norte",2017-12-01,"Atenção Secundária","Médico",7712,48.2
"453","Macrorregião Centro-Norte",2018-01-01,"APS","Enfermeiro",68672,429.2
"454","Macrorregião Centro-Norte",2018-01-01,"APS","Médico",65924,412.025
"455","Macrorregião Centro-Norte",2018-01-01,"Atenção Secundária","Enfermeiro",600,3.75
"456","Macrorregião Centro-Norte",2018-01-01,"Atenção Secundária","Médico",7644,47.775
"457","Macrorregião Centro-Norte",2018-02-01,"APS","Enfermeiro",69960,437.25
"458","Macrorregião Centro-Norte",2018-02-01,"APS","Médico",65836,411.475
"459","Macrorregião Centro-Norte",2018-02-01,"Atenção Secundária","Enfermeiro",600,3.75
"460","Macrorregião Centro-Norte",2018-02-01,"Atenção Secundária","Médico",7780,48.625
"461","Macrorregião Centro-Norte",2018-03-01,"APS","Enfermeiro",71424,446.4
"462","Macrorregião Centro-Norte",2018-03-01,"APS","Médico",68756,429.725
"463","Macrorregião Centro-Norte",2018-03-01,"Atenção Secundária","Enfermeiro",600,3.75
"464","Macrorregião Centro-Norte",2018-03-01,"Atenção Secundária","Médico",7884,49.275
"465","Macrorregião Centro-Norte",2018-04-01,"APS","Enfermeiro",71508,446.925
"466","Macrorregião Centro-Norte",2018-04-01,"APS","Médico",66936,418.35
"467","Macrorregião Centro-Norte",2018-04-01,"Atenção Secundária","Enfermeiro",600,3.75
"468","Macrorregião Centro-Norte",2018-04-01,"Atenção Secundária","Médico",7900,49.375
"469","Macrorregião Centro-Norte",2018-05-01,"APS","Enfermeiro",71596,447.475
"470","Macrorregião Centro-Norte",2018-05-01,"APS","Médico",66068,412.925
"471","Macrorregião Centro-Norte",2018-05-01,"Atenção Secundária","Enfermeiro",600,3.75
"472","Macrorregião Centro-Norte",2018-05-01,"Atenção Secundária","Médico",8272,51.7
"473","Macrorregião Centro-Norte",2018-06-01,"APS","Enfermeiro",70940,443.375
"474","Macrorregião Centro-Norte",2018-06-01,"APS","Médico",65024,406.4
"475","Macrorregião Centro-Norte",2018-06-01,"Atenção Secundária","Enfermeiro",600,3.75
"476","Macrorregião Centro-Norte",2018-06-01,"Atenção Secundária","Médico",8120,50.75
"477","Macrorregião Centro-Norte",2018-07-01,"APS","Enfermeiro",70596,441.225
"478","Macrorregião Centro-Norte",2018-07-01,"APS","Médico",65756,410.975
"479","Macrorregião Centro-Norte",2018-07-01,"Atenção Secundária","Enfermeiro",600,3.75
"480","Macrorregião Centro-Norte",2018-07-01,"Atenção Secundária","Médico",8312,51.95
"481","Macrorregião Centro-Norte",2018-08-01,"APS","Enfermeiro",71696,448.1
"482","Macrorregião Centro-Norte",2018-08-01,"APS","Médico",66296,414.35
"483","Macrorregião Centro-Norte",2018-08-01,"Atenção Secundária","Enfermeiro",600,3.75
"484","Macrorregião Centro-Norte",2018-08-01,"Atenção Secundária","Médico",8656,54.1
"485","Macrorregião Centro-Norte",2018-09-01,"APS","Enfermeiro",72544,453.4
"486","Macrorregião Centro-Norte",2018-09-01,"APS","Médico",66492,415.575
"487","Macrorregião Centro-Norte",2018-09-01,"Atenção Secundária","Enfermeiro",624,3.9
"488","Macrorregião Centro-Norte",2018-09-01,"Atenção Secundária","Médico",8772,54.825
"489","Macrorregião Centro-Norte",2018-10-01,"APS","Enfermeiro",72552,453.45
"490","Macrorregião Centro-Norte",2018-10-01,"APS","Médico",66352,414.7
"491","Macrorregião Centro-Norte",2018-10-01,"Atenção Secundária","Enfermeiro",624,3.9
"492","Macrorregião Centro-Norte",2018-10-01,"Atenção Secundária","Médico",8816,55.1
"493","Macrorregião Centro-Norte",2018-11-01,"APS","Enfermeiro",71952,449.7
"494","Macrorregião Centro-Norte",2018-11-01,"APS","Médico",64544,403.4
"495","Macrorregião Centro-Norte",2018-11-01,"Atenção Secundária","Enfermeiro",624,3.9
"496","Macrorregião Centro-Norte",2018-11-01,"Atenção Secundária","Médico",8720,54.5
"497","Macrorregião Centro-Norte",2018-12-01,"APS","Enfermeiro",71776,448.6
"498","Macrorregião Centro-Norte",2018-12-01,"APS","Médico",65456,409.1
"499","Macrorregião Centro-Norte",2018-12-01,"Atenção Secundária","Enfermeiro",624,3.9
"500","Macrorregião Centro-Norte",2018-12-01,"Atenção Secundária","Médico",8720,54.5
"501","Macrorregião Centro-Norte",2019-01-01,"APS","Enfermeiro",72384,452.4
"502","Macrorregião Centro-Norte",2019-01-01,"APS","Médico",65152,407.2
"503","Macrorregião Centro-Norte",2019-01-01,"Atenção Secundária","Enfermeiro",624,3.9
"504","Macrorregião Centro-Norte",2019-01-01,"Atenção Secundária","Médico",8652,54.075
"505","Macrorregião Centro-Norte",2019-02-01,"APS","Enfermeiro",72064,450.4
"506","Macrorregião Centro-Norte",2019-02-01,"APS","Médico",66496,415.6
"507","Macrorregião Centro-Norte",2019-02-01,"Atenção Secundária","Enfermeiro",624,3.9
"508","Macrorregião Centro-Norte",2019-02-01,"Atenção Secundária","Médico",8672,54.2
"509","Macrorregião Centro-Norte",2019-03-01,"APS","Enfermeiro",73136,457.1
"510","Macrorregião Centro-Norte",2019-03-01,"APS","Médico",67508,421.925
"511","Macrorregião Centro-Norte",2019-03-01,"Atenção Secundária","Enfermeiro",624,3.9
"512","Macrorregião Centro-Norte",2019-03-01,"Atenção Secundária","Médico",8804,55.025
"513","Macrorregião Centro-Norte",2019-04-01,"APS","Enfermeiro",72656,454.1
"514","Macrorregião Centro-Norte",2019-04-01,"APS","Médico",67336,420.85
"515","Macrorregião Centro-Norte",2019-04-01,"Atenção Secundária","Enfermeiro",624,3.9
"516","Macrorregião Centro-Norte",2019-04-01,"Atenção Secundária","Médico",9040,56.5
"517","Macrorregião Centro-Norte",2019-05-01,"APS","Enfermeiro",74000,462.5
"518","Macrorregião Centro-Norte",2019-05-01,"APS","Médico",66816,417.6
"519","Macrorregião Centro-Norte",2019-05-01,"Atenção Secundária","Enfermeiro",624,3.9
"520","Macrorregião Centro-Norte",2019-05-01,"Atenção Secundária","Médico",9096,56.85
"521","Macrorregião Centro-Norte",2019-06-01,"APS","Enfermeiro",74640,466.5
"522","Macrorregião Centro-Norte",2019-06-01,"APS","Médico",67140,419.625
"523","Macrorregião Centro-Norte",2019-06-01,"Atenção Secundária","Enfermeiro",624,3.9
"524","Macrorregião Centro-Norte",2019-06-01,"Atenção Secundária","Médico",9024,56.4
"525","Macrorregião Centro-Norte",2019-07-01,"APS","Enfermeiro",75440,471.5
"526","Macrorregião Centro-Norte",2019-07-01,"APS","Médico",67404,421.275
"527","Macrorregião Centro-Norte",2019-07-01,"Atenção Secundária","Enfermeiro",624,3.9
"528","Macrorregião Centro-Norte",2019-07-01,"Atenção Secundária","Médico",7904,49.4
"529","Macrorregião Centro-Norte",2019-08-01,"APS","Enfermeiro",74500,465.625
"530","Macrorregião Centro-Norte",2019-08-01,"APS","Médico",69464,434.15
"531","Macrorregião Centro-Norte",2019-08-01,"Atenção Secundária","Enfermeiro",624,3.9
"532","Macrorregião Centro-Norte",2019-08-01,"Atenção Secundária","Médico",9184,57.4
"533","Macrorregião Centro-Norte",2019-09-01,"APS","Enfermeiro",74676,466.725
"534","Macrorregião Centro-Norte",2019-09-01,"APS","Médico",69424,433.9
"535","Macrorregião Centro-Norte",2019-09-01,"Atenção Secundária","Enfermeiro",624,3.9
"536","Macrorregião Centro-Norte",2019-09-01,"Atenção Secundária","Médico",9964,62.275
"537","Macrorregião Centro-Norte",2019-10-01,"APS","Enfermeiro",74308,464.425
"538","Macrorregião Centro-Norte",2019-10-01,"APS","Médico",68960,431
"539","Macrorregião Centro-Norte",2019-10-01,"Atenção Secundária","Enfermeiro",624,3.9
"540","Macrorregião Centro-Norte",2019-10-01,"Atenção Secundária","Médico",9712,60.7
"541","Macrorregião Centro-Norte",2019-11-01,"APS","Enfermeiro",74948,468.425
"542","Macrorregião Centro-Norte",2019-11-01,"APS","Médico",69572,434.825
"543","Macrorregião Centro-Norte",2019-11-01,"Atenção Secundária","Enfermeiro",624,3.9
