ano,mes,tipo_unidade,nivel_atencao,cbo,categoria,especialidade,FTE,quantidade
2018,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,18,3
2019,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,4,2
2019,01,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2019,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,181,16
2019,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2295,142
2020,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,4,1
2020,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,676,46
2021,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,74,10
2021,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,129,7
2021,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,10,2
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223115,Médico,,8639,525
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223146,Médico,,465,30
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223111,Médico,,20,2
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223120,Médico,,26,3
2008,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223133,Médico,,10,1
2009,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223142,Médico,,267,18
2010,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,40,1
2010,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223105,Médico,,80,8
2011,02,POSTO DE SAUDE,APS,223138,Médico,,6,1
2011,12,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,2,1
2012,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,192,12
2012,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,64,3
2012,11,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2013,05,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3560,89
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,52518,1317
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,163,15
2013,07,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3200,80
2013,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,36,3
2014,06,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3520,88
2014,06,POSTO DE SAUDE,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,18,1
2014,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,101,10
2014,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,50,6
2014,08,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,2
2014,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,3052,77
2014,11,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,116,3
2015,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F9,Médico,,20,1
2016,06,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2017,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,2,2
2017,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2017,01,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,62,4
2017,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2017,01,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,24,2
2017,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,269,20
2017,03,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2017,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,90,5
2017,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,20,1
2017,04,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2017,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8761,434
2017,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,186,17
2017,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,70,5
2017,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,35,3
2017,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,60,3
2018,01,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,28,3
2018,01,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2019,02,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1535,64
2019,02,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,359,22
2019,08,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,304,26
2019,08,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225112,Médico,Médico neurologista,12,1
2019,08,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,21,4
2020,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,118,10
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,656,43
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225154,Médico,Médico antroposófico,12,1
2007,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223146,Médico,,465,30
2007,09,POSTO DE SAUDE,APS,223116,Médico,,3160,79
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223101,Médico,,65,3
2007,11,POSTO DE SAUDE,APS,223138,Médico,,12,1
2007,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223115,Médico,,9275,557
2007,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223134,Médico,,50,2
2007,12,POSTO DE SAUDE,APS,223138,Médico,,12,1
2008,09,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,184,12
2009,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223124,Médico,,260,19
2009,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223147,Médico,,204,12
2009,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223149,Médico,,5365,302
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223116,Médico,,45292,1138
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223146,Médico,,518,31
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,356,22
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C1,Enfermeiro,,49562,1241
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223149,Médico,,5063,303
2013,09,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,170,11
2014,04,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3492,89
2014,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,225,17
2014,04,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2014,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,251,19
2015,02,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1029,66
2015,02,POSTO DE SAUDE,APS,225140,Médico,Médico do trabalho,20,1
2015,11,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3640,91
2015,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225230,Médico,Médico cirurgião pediátrico,20,1
2016,12,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,95,14
2016,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,12,1
2017,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2017,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8799,442
2017,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,50,3
2019,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,11,2
2019,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2019,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,11,2
2021,04,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223560,Enfermeiro,Enfermeiro sanitarista,20,1
2021,04,POSTO DE SAUDE,APS,2231F9,Médico,,80,2
2007,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223101,Médico,,65,3
2007,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223107,Médico,,20,1
2008,01,POSTO DE SAUDE,APS,223115,Médico,,766,82
2008,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223133,Médico,,10,1
2009,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,55,4
2009,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223530,Enfermeiro,Enfermeiro do trabalho,30,1
2009,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223134,Médico,,130,4
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,40,1
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2011,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231G1,Médico,,16,1
2012,03,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,37,4
2012,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,96,3
2013,01,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,9300,766
2013,01,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2013,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,27,4
2013,11,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,73,9
2013,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,74,4
2015,01,POSTO DE SAUDE,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,18,1
2015,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,50,2
2015,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,36,3
2015,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,36,3
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,55810,1402
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2666,165
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2343,152
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,522,37
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,118,12
2016,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,92,6
2016,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,28,2
2016,04,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,60078,1514
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,573,41
2019,03,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2020,05,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,2,1
2020,06,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1387,93
2020,06,POSTO DE SAUDE,APS,225285,Médico,Médico urologista,10,1
2021,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,212,19
2021,03,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2021,10,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,35,2
2021,10,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2022,01,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,4056,104
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,70,6
2008,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,4,1
2008,05,POSTO DE SAUDE,APS,223132,Médico,,152,14
2008,07,POSTO DE SAUDE,APS,223147,Médico,,12,1
2009,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,1905,59
2009,07,POSTO DE SAUDE,APS,223116,Médico,,3440,86
2009,07,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223149,Médico,,20,1
2009,09,POSTO DE SAUDE,APS,223115,Médico,,971,88
2010,03,POSTO DE SAUDE,APS,223117,Médico,,12,1
2010,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223128,Médico,,166,13
2010,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2010,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223156,Médico,,120,3
2011,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225195,Médico,Médico homeopata,60,2
2011,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225335,Médico,Médico patologista clínico / medicina laboratorial,10,1
2012,05,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3520,88
2012,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,418,23
2012,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,96,3
2012,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,167,12
2012,10,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,2,1
2012,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,433,32
2012,12,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,87,4
2013,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,331,20
2013,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,16,2
2014,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,120,3
2014,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,276,19
2014,12,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,3475,204
2014,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,75,7
2015,04,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,105,8
2015,10,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,734,59
2015,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,82,5
2015,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,48,4
2016,01,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,311,21
2016,01,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,10,1
2016,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,317,21
2017,10,UNIDADE MOVEL TERRESTRE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,1
2018,04,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4869,261
2018,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,141,12
2018,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,196,17
2018,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,165,15
2018,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2018,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,20,1
2018,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2018,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,2,1
2019,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,27,2
2019,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,10,1
2019,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2313,144
2019,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,359,22
2019,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,238,20
2019,11,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,100,6
2019,11,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2019,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,3,1
2021,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2505,185
2008,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223117,Médico,,337,24
2008,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223152,Médico,,15,2
2008,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223106,Médico,,636,45
2008,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223545,Enfermeiro,Enfermeiro obstétrico,344,11
2009,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,70,4
2009,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223148,Médico,,10,1
2010,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223106,Médico,,727,54
2011,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223111,Médico,,10,1
2011,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,128,7
2011,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223152,Médico,,16,3
2011,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,569,38
2011,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,104,5
2011,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,40,1
2011,09,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,203,16
2012,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225230,Médico,Médico cirurgião pediátrico,20,1
2012,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231G1,Médico,,16,1
2012,08,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,704,47
2014,02,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1408,54
2014,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,16,2
2014,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2717,179
2014,09,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,116,3
2016,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,163,14
2016,07,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2016,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,20,1
2016,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,74,6
2017,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,40,5
2017,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,23,3
2017,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2020,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,250,21
2020,02,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225112,Médico,Médico neurologista,12,1
2020,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,47,3
2020,02,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,3
2020,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,4,1
2020,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2020,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225154,Médico,Médico antroposófico,12,1
2020,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,44,3
2021,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,56,4
2021,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,70,2
2021,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2480,164
2021,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,168,12
2021,08,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225125,Médico,Médico clínico,20,1
2021,11,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,9903,695
2021,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,80,6
2021,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2008,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,308,19
2008,04,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,184,12
2008,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,730,4
2008,10,POSTO DE SAUDE,APS,2235C1,Enfermeiro,,1960,49
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223152,Médico,,15,2
2010,02,POSTO DE SAUDE,APS,223116,Médico,,4000,100
2010,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,40,1
2010,04,POSTO DE SAUDE,APS,2235C1,Enfermeiro,,3776,95
2010,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,36,4
2010,11,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223149,Médico,,20,1
2010,11,POSTO DE SAUDE,APS,223153,Médico,,3,1
2011,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,2028,63
2011,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223105,Médico,,128,10
2012,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2557,156
2013,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,361,31
2013,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,6,1
2013,04,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,87,4
2013,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225310,Médico,Médico em endoscopia,4,1
2013,10,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2014,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,2052,52
2014,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,60,2
2015,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,11734,381
2015,06,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,82,5
2015,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,155,9
2016,02,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3640,91
2018,06,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,130,4
2018,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,1,1
2019,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225151,Médico,Médico anestesiologista,12,1
2019,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,118,10
